Region,Product,Date,Sales
North,Product_D,2025-02-04,4682
South,Product_D,2024-11-09,1082
South,Product_C,2024-08-29,3624
West,Product_A,2024-11-09,2134
East,Product_A,2024-06-13,2213
East,Product_A,2024-12-11,3295
South,Product_A,2024-10-15,1691
North,Product_B,2024-10-12,1507
West,Product_B,2024-06-10,2159
East,Product_C,2024-02-18,3307
East,Product_B,2024-04-12,2849
North,Product_C,2024-07-17,3026
East,Product_C,2024-05-13,4488
East,Product_D,2024-04-16,4691
South,Product_C,2024-12-22,2166
West,Product_D,2024-06-19,568
West,Product_A,2024-04-07,789
North,Product_B,2024-12-03,541
West,Product_C,2025-02-04,4442
West,Product_D,2024-09-18,3114
East,Product_D,2024-04-14,3197
South,Product_B,2024-07-09,718
East,Product_B,2024-08-24,1133
East,Product_C,2025-02-03,2186
North,Product_C,2024-03-16,2358
West,Product_D,2024-08-16,1570
West,Product_D,2024-07-20,3623
East,Product_D,2024-12-10,1404
North,Product_A,2024-04-24,2638
West,Product_D,2024-05-23,2633
West,Product_B,2024-03-25,2755
West,Product_B,2024-02-17,4210
West,Product_D,2024-07-04,550
East,Product_C,2024-03-16,3043
East,Product_A,2024-11-12,3007
East,Product_A,2024-07-15,3280
South,Product_A,2024-09-15,2935
West,Product_D,2024-10-22,2894
South,Product_A,2024-03-27,4841
South,Product_A,2024-12-13,1276
North,Product_B,2024-07-31,2070
South,Product_A,2025-01-23,2238
West,Product_C,2024-03-23,2620
North,Product_B,2024-11-26,1962
South,Product_A,2024-05-29,3089
North,Product_D,2025-01-14,2802
North,Product_C,2024-09-25,4589
East,Product_C,2024-07-27,1369
South,Product_A,2024-09-24,1543
South,Product_C,2024-02-19,4593
East,Product_A,2024-12-06,3445
West,Product_A,2024-04-02,3461
East,Product_C,2024-07-11,4342
East,Product_C,2024-08-03,2486
West,Product_C,2024-07-22,1501
South,Product_A,2024-08-11,4291
North,Product_A,2024-07-22,4397
West,Product_B,2024-02-23,694
South,Product_B,2024-07-08,2463
West,Product_A,2024-12-21,1950
South,Product_C,2024-10-21,806
West,Product_C,2024-11-25,3730
South,Product_B,2024-12-24,1015
West,Product_B,2024-07-03,3818
East,Product_A,2024-10-14,4299
West,Product_D,2024-09-11,3918
North,Product_D,2024-04-01,2762
South,Product_A,2024-11-04,1971
North,Product_D,2025-01-24,2602
East,Product_C,2024-05-29,4937
West,Product_D,2024-06-22,3982
South,Product_D,2024-03-31,887
West,Product_D,2024-07-06,3027
West,Product_D,2024-04-21,4067
South,Product_A,2024-07-18,3286
East,Product_D,2024-06-02,3645
West,Product_D,2024-11-20,1887
North,Product_C,2024-12-10,4149
East,Product_B,2024-06-14,3061
South,Product_A,2024-09-28,524
South,Product_A,2024-02-11,2071
North,Product_C,2024-12-05,4770
East,Product_C,2024-04-15,2244
East,Product_A,2025-01-30,3751
South,Product_B,2024-10-02,708
West,Product_B,2025-01-15,1294
South,Product_C,2024-11-15,2718
North,Product_A,2024-08-07,4845
South,Product_A,2024-05-25,2345
East,Product_A,2024-03-20,4663
West,Product_C,2024-03-20,2828
West,Product_B,2024-10-14,4734
South,Product_D,2024-11-07,1445
North,Product_A,2025-01-05,3232
South,Product_D,2024-12-18,1919
West,Product_C,2025-01-12,1178
South,Product_C,2024-08-24,2332
North,Product_A,2024-10-03,4553
West,Product_D,2024-05-21,3937
East,Product_C,2024-05-13,1909
South,Product_A,2024-04-05,730
North,Product_B,2025-02-09,1627
North,Product_C,2024-07-22,2220
North,Product_A,2024-05-03,4225
West,Product_C,2024-07-07,2800
South,Product_C,2024-05-03,1017
North,Product_A,2024-11-09,4633
South,Product_B,2024-03-07,3274
South,Product_B,2024-02-21,1722
North,Product_D,2024-04-07,1685
West,Product_B,2024-07-06,4846
North,Product_B,2024-08-23,1242
West,Product_B,2024-05-17,4097
North,Product_A,2024-08-25,2598
East,Product_A,2025-02-07,2227
West,Product_C,2024-02-22,1833
South,Product_D,2024-10-18,2109
West,Product_C,2024-11-11,3710
East,Product_D,2025-02-09,1310
North,Product_A,2024-08-02,4252
North,Product_B,2024-05-26,570
East,Product_D,2024-03-28,1029
South,Product_B,2024-06-13,1621
North,Product_A,2025-02-08,2713
South,Product_A,2024-04-08,2974
East,Product_B,2024-11-19,2657
North,Product_C,2024-11-16,2000
East,Product_B,2024-07-05,3411
West,Product_A,2024-07-24,4191
South,Product_D,2025-01-26,3426
East,Product_A,2024-08-19,1706
West,Product_A,2024-04-20,2865
South,Product_C,2024-07-12,3542
East,Product_D,2024-03-23,1027
North,Product_B,2025-01-06,3677
East,Product_D,2024-10-11,4935
West,Product_C,2024-03-01,3823
North,Product_B,2024-11-28,1841
North,Product_B,2024-09-28,2993
East,Product_A,2024-06-16,4496
West,Product_A,2024-12-24,4545
North,Product_B,2024-05-07,822
North,Product_A,2024-12-20,2621
East,Product_A,2024-12-31,4507
North,Product_B,2024-06-04,4859
North,Product_C,2024-12-21,3959
West,Product_A,2025-01-17,3457
West,Product_C,2024-09-03,4481
South,Product_D,2024-06-30,2596
North,Product_D,2024-06-25,4095
West,Product_C,2024-06-25,2507
West,Product_B,2024-03-10,2195
West,Product_D,2024-11-09,1196
West,Product_A,2024-09-04,2319
West,Product_C,2024-05-15,4046
East,Product_D,2024-05-07,688
East,Product_D,2024-07-08,1301
North,Product_B,2024-02-15,2303
North,Product_D,2024-07-05,4831
East,Product_C,2024-08-09,1262
South,Product_A,2024-06-12,4774
East,Product_D,2024-05-27,3393
South,Product_B,2024-03-18,3833
West,Product_B,2024-04-07,2955
South,Product_B,2024-03-07,2255
North,Product_D,2024-03-11,4832
South,Product_A,2024-11-24,3958
West,Product_C,2024-08-15,3212
North,Product_C,2024-10-10,2309
West,Product_A,2024-10-30,3735
South,Product_C,2024-03-12,1029
West,Product_A,2024-12-11,749
North,Product_B,2024-02-22,1113
East,Product_A,2025-02-09,4120
